X, Y, class, desc
-1.5809173584,-16.3867645264,Stool,Stool
-4.68267059326,-21.653963089,Stool,Stool
-5.65478658676,-25.9489498138,Stool,Stool
16.0532646179,-3.93760418892,Saliva,Saliva
24.0221576691,4.95669794083,Saliva,Saliva
24.4985618591,-1.33813619614,Tongue_dorsum,Tongue_dorsum
28.6097240448,0.459399580956,Tongue_dorsum,Tongue_dorsum
11.4031572342,20.6210460663,Hard_palate,Hard_palate
16.3645992279,28.7576751709,Hard_palate,Hard_palate
9.06693077087,18.782585144,Buccal_mucosa,Buccal_mucosa
20.0759067535,31.6634922028,Buccal_mucosa,Buccal_mucosa
11.094669342,17.5821876526,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
16.8459186554,24.5887050629,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
21.0515079498,-0.723858296871,Palatine_Tonsils,Palatine_Tonsils
21.116355896,-0.480679839849,Palatine_Tonsils,Palatine_Tonsils
21.9495182037,-2.02614712715,Throat,Throat
25.2395858765,-1.35266315937,Throat,Throat
-3.68835377693,13.9491491318,Supragingival_plaque,Supragingival_plaque
1.77083039284,16.8493480682,Supragingival_plaque,Supragingival_plaque
0.665781497955,0.12254922837,Subgingival_plaque,Subgingival_plaque
-2.15569448471,14.3460483551,Subgingival_plaque,Subgingival_plaque
-17.0855636597,-11.8368358612,Anterior_nares,Anterior_nares
-6.2099480629,-26.1436901093,Stool,Stool
-5.65441656113,-24.6384677887,Stool,Stool
-6.7949552536,-17.1742591858,Stool,Stool
-6.80636978149,-17.261259079,Stool,Stool
13.1450738907,1.14610421658,Saliva,Saliva
13.088602066,10.9180269241,Saliva,Saliva
9.37950325012,6.55441522598,Tongue_dorsum,Tongue_dorsum
15.9847869873,22.2384223938,Tongue_dorsum,Tongue_dorsum
8.46170520782,7.9757361412,Hard_palate,Hard_palate
11.041560173,21.8220767975,Hard_palate,Hard_palate
8.57507419586,11.5300321579,Buccal_mucosa,Buccal_mucosa
15.3612823486,29.3569335938,Buccal_mucosa,Buccal_mucosa
14.8383102417,26.6304416656,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
18.5120983124,29.5624351501,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
8.03523731232,18.0747375488,Palatine_Tonsils,Palatine_Tonsils
7.95100259781,17.556098938,Palatine_Tonsils,Palatine_Tonsils
11.2767267227,21.936422348,Throat,Throat
10.5250692368,21.8684616089,Throat,Throat
1.93464815617,10.4094781876,Supragingival_plaque,Supragingival_plaque
3.65884113312,22.3937110901,Supragingival_plaque,Supragingival_plaque
0.044441126287,6.14373445511,Subgingival_plaque,Subgingival_plaque
0.218802601099,6.77391386032,Subgingival_plaque,Subgingival_plaque
-29.1810665131,3.4091193676,Left_Retroauricular_crease,Left_Retroauricular_crease
-32.7243156433,3.94005274773,Right_Retroauricular_crease,Right_Retroauricular_crease
-21.5888118744,-10.3855295181,Anterior_nares,Anterior_nares
-5.22960138321,-17.6284236908,Stool,Stool
-5.24804115295,-17.7495098114,Stool,Stool
25.5293331146,2.26042580605,Saliva,Saliva
22.4016189575,-0.0760784447193,Saliva,Saliva
14.4955596924,-8.91185951233,Saliva,Saliva
15.3403110504,15.1235361099,Tongue_dorsum,Tongue_dorsum
16.1268081665,21.8784160614,Tongue_dorsum,Tongue_dorsum
16.0091266632,27.7855091095,Hard_palate,Hard_palate
13.9395904541,26.8470516205,Hard_palate,Hard_palate
24.5178127289,31.4726295471,Buccal_mucosa,Buccal_mucosa
24.5416069031,31.6014537811,Buccal_mucosa,Buccal_mucosa
6.20458316803,19.9124221802,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
10.2884922028,29.451253891,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
12.1922426224,22.5098991394,Palatine_Tonsils,Palatine_Tonsils
15.0777769089,28.9457530975,Palatine_Tonsils,Palatine_Tonsils
17.4283084869,8.28173065186,Throat,Throat
17.3041324615,8.51092624664,Throat,Throat
-4.10313034058,9.40097332001,Supragingival_plaque,Supragingival_plaque
-4.14639663696,9.35586452484,Supragingival_plaque,Supragingival_plaque
-2.48454117775,9.97282505035,Subgingival_plaque,Subgingival_plaque
-3.03260779381,10.0605096817,Subgingival_plaque,Subgingival_plaque
-13.5952281952,-5.46732139587,Left_Retroauricular_crease,Left_Retroauricular_crease
14.5345659256,-8.97970485687,Saliva,Saliva
-5.44309854507,-22.5712471008,Stool,Stool
-5.71768808365,-23.5730838776,Stool,Stool
28.7122745514,0.293108642101,Tongue_dorsum,Tongue_dorsum
28.9686355591,0.417215794325,Tongue_dorsum,Tongue_dorsum
27.4274749756,0.149571686983,Hard_palate,Hard_palate
24.9213809967,-0.0940679013729,Hard_palate,Hard_palate
-1.44574713707,-8.74360561371,Buccal_mucosa,Buccal_mucosa
24.1726589203,32.4940719604,Buccal_mucosa,Buccal_mucosa
19.9474182129,34.3347549438,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
19.8982887268,34.241771698,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
20.9044208527,0.655671477318,Palatine_Tonsils,Palatine_Tonsils
20.8999538422,0.690544605255,Palatine_Tonsils,Palatine_Tonsils
25.4821987152,-0.174680620432,Throat,Throat
25.0064792633,-0.0589628852904,Throat,Throat
-8.23871994019,18.1015777588,Supragingival_plaque,Supragingival_plaque
-8.70645904541,18.2697563171,Supragingival_plaque,Supragingival_plaque
-7.74556303024,9.44616317749,Subgingival_plaque,Subgingival_plaque
-7.75614452362,9.518034935,Subgingival_plaque,Subgingival_plaque
-28.0989265442,-6.6852312088,Left_Retroauricular_crease,Left_Retroauricular_crease
-28.0388584137,-6.76637649536,Left_Retroauricular_crease,Left_Retroauricular_crease
-3.47763872147,-10.2887220383,Right_Antecubital_fossa,Right_Antecubital_fossa
-30.0716705322,-12.3251876831,Anterior_nares,Anterior_nares
-29.5510425568,-12.0769138336,Anterior_nares,Anterior_nares
6.40794801712,-39.4578819275,Vaginal_introitus,Vaginal_introitus
6.06263446808,-37.922706604,Mid_vagina,Mid_vagina
5.81359958649,-39.9575653076,Posterior_fornix,Posterior_fornix
11.4698400497,-8.33596229553,Saliva,Saliva
11.8894557953,-8.67385387421,Saliva,Saliva
16.1413974762,5.63911247253,Tongue_dorsum,Tongue_dorsum
17.6438694,9.60199642181,Tongue_dorsum,Tongue_dorsum
10.5664224625,15.0492277145,Hard_palate,Hard_palate
10.2561798096,14.8229827881,Hard_palate,Hard_palate
12.7244653702,21.4816055298,Buccal_mucosa,Buccal_mucosa
9.48362445831,12.3219203949,Buccal_mucosa,Buccal_mucosa
6.93144512177,24.7602519989,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
11.9027519226,31.6917266846,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
10.3858909607,14.7304039001,Palatine_Tonsils,Palatine_Tonsils
12.6437273026,21.4800510406,Palatine_Tonsils,Palatine_Tonsils
13.5271110535,6.53691673279,Throat,Throat
-3.87769937515,7.86532354355,Supragingival_plaque,Supragingival_plaque
-3.50944042206,18.4713058472,Supragingival_plaque,Supragingival_plaque
-4.05837917328,17.6423625946,Subgingival_plaque,Subgingival_plaque
-3.92204618454,17.7666912079,Subgingival_plaque,Subgingival_plaque
-33.0726547241,4.05995941162,Left_Retroauricular_crease,Left_Retroauricular_crease
-36.5575752258,4.47818088531,Right_Retroauricular_crease,Right_Retroauricular_crease
-29.3512992859,3.80925774574,Right_Retroauricular_crease,Right_Retroauricular_crease
-0.075959071517,-8.17089653015,Right_Antecubital_fossa,Right_Antecubital_fossa
-28.9189128876,-0.852714776993,Anterior_nares,Anterior_nares
-21.3586330414,-4.18750905991,Anterior_nares,Anterior_nares
-3.57893824577,-16.4400024414,Stool,Stool
-8.03455734253,-20.556602478,Stool,Stool
-7.52655172348,-19.3673496246,Stool,Stool
-7.73956108093,-19.3743095398,Stool,Stool
11.6401147842,-9.37069320679,Saliva,Saliva
11.1845750809,11.3556947708,Tongue_dorsum,Tongue_dorsum
16.7583713531,21.4294013977,Tongue_dorsum,Tongue_dorsum
11.1574325562,11.1085042953,Hard_palate,Hard_palate
12.070098877,19.179567337,Hard_palate,Hard_palate
13.5994920731,29.7769947052,Buccal_mucosa,Buccal_mucosa
24.5161037445,32.7920837402,Buccal_mucosa,Buccal_mucosa
8.62039470673,22.3812561035,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
13.9858789444,29.7463474274,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
0.764118254185,5.74740695953,Palatine_Tonsils,Palatine_Tonsils
1.1160390377,5.82870101929,Palatine_Tonsils,Palatine_Tonsils
20.5959224701,-3.19948601723,Throat,Throat
20.6708030701,-3.13675379753,Throat,Throat
2.04175186157,10.44257164,Supragingival_plaque,Supragingival_plaque
3.80382871628,22.7670669556,Supragingival_plaque,Supragingival_plaque
2.12429571152,10.5510110855,Subgingival_plaque,Subgingival_plaque
3.95050644875,22.1987285614,Subgingival_plaque,Subgingival_plaque
-24.7285270691,-11.9121236801,Left_Retroauricular_crease,Left_Retroauricular_crease
-1.87393784523,-10.6353082657,Right_Retroauricular_crease,Right_Retroauricular_crease
7.36323022842,5.31823062897,Left_Antecubital_fossa,Left_Antecubital_fossa
-25.4031295776,-12.0449991226,Anterior_nares,Anterior_nares
-10.9697875977,-18.4278354645,Stool,Stool
-10.9319028854,-18.448009491,Stool,Stool
-10.9313669205,-18.4465732574,Stool,Stool
13.7571229935,-1.59038722515,Saliva,Saliva
17.2775154114,1.76849389076,Saliva,Saliva
17.2775230408,1.76848423481,Saliva,Saliva
10.6990175247,-5.1711602211,Tongue_dorsum,Tongue_dorsum
20.0603466034,-4.62031745911,Tongue_dorsum,Tongue_dorsum
20.0603866577,-4.62039422989,Tongue_dorsum,Tongue_dorsum
23.6615905762,32.2667579651,Hard_palate,Hard_palate
18.6071453094,29.5224494934,Hard_palate,Hard_palate
27.9644260406,33.5895614624,Hard_palate,Hard_palate
14.140786171,28.2229747772,Buccal_mucosa,Buccal_mucosa
13.7150259018,28.5289955139,Buccal_mucosa,Buccal_mucosa
13.7149953842,28.529050827,Buccal_mucosa,Buccal_mucosa
6.9253988266,22.0806179047,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
6.83101224899,22.1541900635,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
6.83096981049,22.1532001495,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
10.5599956512,20.3144454956,Palatine_Tonsils,Palatine_Tonsils
15.9333992004,22.5427761078,Palatine_Tonsils,Palatine_Tonsils
15.9321746826,22.5437870026,Palatine_Tonsils,Palatine_Tonsils
12.5852193832,12.574303627,Throat,Throat
8.24329471588,8.74415874481,Throat,Throat
19.2523403168,26.7924385071,Throat,Throat
-5.62644863129,4.94607067108,Supragingival_plaque,Supragingival_plaque
-6.16705703735,5.21447277069,Supragingival_plaque,Supragingival_plaque
-6.16511821747,5.21360588074,Supragingival_plaque,Supragingival_plaque
-5.67135906219,1.47147238255,Subgingival_plaque,Subgingival_plaque
-5.86521959305,1.54636001587,Subgingival_plaque,Subgingival_plaque
-5.86467647552,1.54638767242,Subgingival_plaque,Subgingival_plaque
-26.9820175171,3.47911000252,Left_Retroauricular_crease,Left_Retroauricular_crease
-37.4096450806,5.54464626312,Left_Retroauricular_crease,Left_Retroauricular_crease
-37.4096450806,5.54464626312,Left_Retroauricular_crease,Left_Retroauricular_crease
-35.7571144104,5.54365921021,Right_Retroauricular_crease,Right_Retroauricular_crease
-35.3809509277,5.56827878952,Right_Retroauricular_crease,Right_Retroauricular_crease
-45.746181488,5.35363388062,Right_Retroauricular_crease,Right_Retroauricular_crease
-8.91614532471,-8.71621322632,Left_Antecubital_fossa,Left_Antecubital_fossa
-15.1282119751,-3.69467234612,Left_Antecubital_fossa,Left_Antecubital_fossa
-2.89147543907,-9.39141559601,Right_Antecubital_fossa,Right_Antecubital_fossa
-15.5655479431,-3.91213965416,Right_Antecubital_fossa,Right_Antecubital_fossa
-26.3257770538,4.21328926086,Right_Antecubital_fossa,Right_Antecubital_fossa
-21.4360332489,-4.89730119705,Anterior_nares,Anterior_nares
-21.693365097,-4.14765071869,Anterior_nares,Anterior_nares
-40.8988800049,2.99943566322,Anterior_nares,Anterior_nares
12.8249149323,-7.70299863815,Saliva,Saliva
12.8580293655,-7.67358779907,Saliva,Saliva
21.242515564,2.94629073143,Tongue_dorsum,Tongue_dorsum
27.8224830627,3.86637020111,Tongue_dorsum,Tongue_dorsum
11.1430177689,18.0833396912,Hard_palate,Hard_palate
17.3311233521,25.5374412537,Hard_palate,Hard_palate
12.5710964203,25.475320816,Buccal_mucosa,Buccal_mucosa
22.4501895905,31.7409629822,Buccal_mucosa,Buccal_mucosa
29.1754302979,2.82578372955,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
30.1595058441,2.80737614632,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
18.2732162476,24.023815155,Palatine_Tonsils,Palatine_Tonsils
12.5191640854,18.5464458466,Palatine_Tonsils,Palatine_Tonsils
27.0246677399,0.114445365965,Throat,Throat
25.2676620483,0.442248642445,Throat,Throat
-1.26509821415,19.2732086182,Supragingival_plaque,Supragingival_plaque
-1.07007074356,19.4543037415,Supragingival_plaque,Supragingival_plaque
2.60926985741,20.871213913,Subgingival_plaque,Subgingival_plaque
2.66172480583,20.9407024384,Subgingival_plaque,Subgingival_plaque
-41.3089866638,5.20122528076,Left_Retroauricular_crease,Left_Retroauricular_crease
-34.9065361023,5.6940574646,Left_Retroauricular_crease,Left_Retroauricular_crease
-42.2763557434,5.08883047104,Right_Retroauricular_crease,Right_Retroauricular_crease
-20.8262214661,-0.382127702236,Right_Retroauricular_crease,Right_Retroauricular_crease
-19.5419597626,-12.1901912689,Anterior_nares,Anterior_nares
-18.9038047791,-12.1704063416,Anterior_nares,Anterior_nares
-5.29125499725,-25.9596405029,Stool,Stool
-5.07844781876,-24.8584976196,Stool,Stool
14.0693912506,-6.71600532532,Saliva,Saliva
13.700553894,-6.42784452438,Saliva,Saliva
19.475812912,-7.48064947128,Tongue_dorsum,Tongue_dorsum
19.7430438995,-7.41878414154,Tongue_dorsum,Tongue_dorsum
20.6392040253,30.4344177246,Hard_palate,Hard_palate
17.3135814667,28.8271541595,Hard_palate,Hard_palate
22.5007839203,31.7109565735,Buccal_mucosa,Buccal_mucosa
21.3439674377,31.3571662903,Buccal_mucosa,Buccal_mucosa
24.2069377899,32.8175849915,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
